epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
144,606.089,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000243361,0.000243361,0.000243361
145,610.302,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000239238,0.000239238,0.000239238
146,614.312,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000235114,0.000235114,0.000235114
147,618.542,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000230991,0.000230991,0.000230991
148,622.869,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000226868,0.000226868,0.000226868
149,628.606,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000222744,0.000222744,0.000222744
150,632.406,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000218621,0.000218621,0.000218621
151,636.02,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000214497,0.000214497,0.000214497
152,639.942,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000210374,0.000210374,0.000210374
153,643.578,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000206251,0.000206251,0.000206251
154,647.458,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000202127,0.000202127,0.000202127
155,651.099,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000198004,0.000198004,0.000198004
156,655.136,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000193881,0.000193881,0.000193881
157,658.711,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000189757,0.000189757,0.000189757
158,662.423,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000185634,0.000185634,0.000185634
159,666.052,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000181511,0.000181511,0.000181511
160,669.634,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000177387,0.000177387,0.000177387
161,673.633,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000173264,0.000173264,0.000173264
162,677.407,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000169141,0.000169141,0.000169141
163,681.202,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000165017,0.000165017,0.000165017
164,685.09,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000160894,0.000160894,0.000160894
165,689.58,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000156771,0.000156771,0.000156771
166,693.384,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000152647,0.000152647,0.000152647
167,697.181,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000148524,0.000148524,0.000148524
168,700.742,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000144401,0.000144401,0.000144401
169,704.407,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000140277,0.000140277,0.000140277
170,708.045,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000136154,0.000136154,0.000136154
171,711.6,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000132031,0.000132031,0.000132031
172,715.252,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000127907,0.000127907,0.000127907
